,compartment,outflow_to,total_population,time_step,crime_type
0,pre-trial,prison,1,1,AGG UNLIC OPER MV 1ST|E
1,pre-trial,prison,1,1,AGGRAVATED CRIM CONTEMPT|D
2,pre-trial,prison,1,1,ARSON 2ND|B
3,pre-trial,prison,10,1,ASSAULT 1ST|B
4,pre-trial,prison,12,1,ASSAULT 2ND|D
5,pre-trial,prison,1,1,ATT ARSON 2ND|C
6,pre-trial,prison,5,1,ATT ASSAULT 1ST|C
7,pre-trial,prison,4,1,ATT ASSAULT 2ND|E
8,pre-trial,prison,2,1,ATT BURGLARY 1ST|C
9,pre-trial,prison,15,1,ATT BURGLARY 2ND|D
10,pre-trial,prison,10,1,ATT BURGLARY 3RD|E
11,pre-trial,prison,21,1,ATT CRIM POSS CONTR SUBSTANCE 3RD|C
12,pre-trial,prison,5,1,ATT CRIM POSS CONTR SUBSTANCE 4TH|D
13,pre-trial,prison,12,1,ATT CRIM POSS CONTR SUBSTANCE 5TH|E
14,pre-trial,prison,5,1,ATT CRIM POSS FORGED INST 2ND|E
15,pre-trial,prison,1,1,ATT CRIM POSS WEAP 2ND|D
16,pre-trial,prison,2,1,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E
17,pre-trial,prison,4,1,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E
18,pre-trial,prison,81,1,ATT CRIM SALE CONTR SUBSTANCE 3RD|C
19,pre-trial,prison,1,1,ATT CRIM SALE CONTR SUBSTANCE 4TH|D
20,pre-trial,prison,16,1,ATT CRIM SALE CONTR SUBSTANCE 5TH|E
21,pre-trial,prison,2,1,ATT FORGERY 2ND|E
22,pre-trial,prison,2,1,ATT GRAND LARCENY - AUTO 3RD|E
23,pre-trial,prison,1,1,ATT JO - MURDER 2ND|B
24,pre-trial,prison,2,1,ATT KIDNAPPING 2ND|C
25,pre-trial,prison,1,1,ATT MANSLAUGHTER 1ST|C
26,pre-trial,prison,1,1,ATT MURDER 1ST|A1
27,pre-trial,prison,7,1,ATT MURDER 2ND|B
28,pre-trial,prison,1,1,ATT PROM PRISON CONTRABAND 1ST|E
29,pre-trial,prison,2,1,ATT RECKLESS ENDANGERMENT 1ST|E
30,pre-trial,prison,19,1,ATT ROBBERY 1ST|C
31,pre-trial,prison,14,1,ATT ROBBERY 2ND|D
32,pre-trial,prison,4,1,ATT ROBBERY 3RD|E
33,pre-trial,prison,5,1,ATT SEXUAL ABUSE 1ST|E
34,pre-trial,prison,1,1,ATT SODOMY 1ST|C
35,pre-trial,prison,4,1,AUTO STRIPPING 2ND|E
36,pre-trial,prison,1,1,BAIL JUMPING 1ST|D
37,pre-trial,prison,1,1,BAIL JUMPING 2ND|E
38,pre-trial,prison,5,1,BURGLARY 1ST|B
39,pre-trial,prison,1,1,BURGLARY 2ND SUB 2|C
40,pre-trial,prison,20,1,BURGLARY 2ND|C
41,pre-trial,prison,30,1,BURGLARY 3RD|D
42,pre-trial,prison,1,1,COERCION 1ST|D
43,pre-trial,prison,1,1,COMMERCIAL BRIBE REC 1ST|E
44,pre-trial,prison,7,1,CONSPIRACY 2ND|B
45,pre-trial,prison,1,1,CONSPIRACY 4TH|E
46,pre-trial,prison,1,1,COURSE SEX CONDUCT-CHILD 1ST|B
47,pre-trial,prison,7,1,CRIM CONTEMPT 1ST|E
48,pre-trial,prison,1,1,CRIM NEGLIGENT HOMICIDE|E
49,pre-trial,prison,1,1,CRIM POSS CONTR SUBSTANCE 1ST|A1
50,pre-trial,prison,22,1,CRIM POSS CONTR SUBSTANCE 2ND|A2
51,pre-trial,prison,45,1,CRIM POSS CONTR SUBSTANCE 3RD|B
52,pre-trial,prison,8,1,CRIM POSS CONTR SUBSTANCE 4TH|C
53,pre-trial,prison,37,1,CRIM POSS CONTR SUBSTANCE 5TH|D
54,pre-trial,prison,5,1,CRIM POSS FORGED INST 2ND|D
55,pre-trial,prison,3,1,CRIM POSS MARIHUANA 2ND|D
56,pre-trial,prison,1,1,CRIM POSS STOLEN PROP 2ND|C
57,pre-trial,prison,9,1,CRIM POSS STOLEN PROP 3RD|D
58,pre-trial,prison,14,1,CRIM POSS STOLEN PROP 4TH|E
59,pre-trial,prison,4,1,CRIM POSS WEAP 2ND|C
60,pre-trial,prison,3,1,CRIM POSS WEAP 3RD SUB 1 2 3|D
61,pre-trial,prison,10,1,CRIM POSS WEAP 3RD SUB 4-8 VFO|D
62,pre-trial,prison,8,1,CRIM SALE CONTR SUBS - SCHOOL|B
63,pre-trial,prison,21,1,CRIM SALE CONTR SUBSTANCE 2ND|A2
64,pre-trial,prison,93,1,CRIM SALE CONTR SUBSTANCE 3RD|B
65,pre-trial,prison,2,1,CRIM SALE CONTR SUBSTANCE 4TH|C
66,pre-trial,prison,81,1,CRIM SALE CONTR SUBSTANCE 5TH|D
67,pre-trial,prison,1,1,CRIM USE OF FIREARMS 1ST|B
68,pre-trial,prison,2,1,DRIV IMP/DRUGS-2ND OFFENSE|E
69,pre-trial,prison,16,1,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E
70,pre-trial,prison,1,1,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D
71,pre-trial,prison,1,1,ENTERPRISE CORRUPTION|B
72,pre-trial,prison,1,1,FORGERY 1ST|C
73,pre-trial,prison,3,1,FORGERY 2ND|D
74,pre-trial,prison,1,1,FORGERY OF VEHICLE ID. NUMBER|E
75,pre-trial,prison,3,1,GRAND LARCENY - AUTO 3RD|D
76,pre-trial,prison,5,1,GRAND LARCENY - AUTO 4TH|E
77,pre-trial,prison,4,1,GRAND LARCENY - NOT AUTO 2ND|C
78,pre-trial,prison,4,1,GRAND LARCENY - NOT AUTO 3RD|D
79,pre-trial,prison,19,1,GRAND LARCENY - NOT AUTO 4TH|E
80,pre-trial,prison,1,1,INCEST|E
81,pre-trial,prison,1,1,JO - MURDER 2ND|A1
82,pre-trial,prison,1,1,JO - ROBBERY 1ST|B
83,pre-trial,prison,9,1,MANSLAUGHTER 1ST|B
84,pre-trial,prison,3,1,MANSLAUGHTER 2ND|C
85,pre-trial,prison,2,1,MURDER 1ST|A1
86,pre-trial,prison,20,1,MURDER 2ND|A1
87,pre-trial,prison,2,1,OFFER FALSE INST FILING 1ST|E
88,pre-trial,prison,1,1,PERJURY 1ST|D
89,pre-trial,prison,1,1,PROM SEXUAL PERF BY A CHILD|D
90,pre-trial,prison,4,1,RAPE 1ST|B
91,pre-trial,prison,1,1,RAPE 2ND|D
92,pre-trial,prison,2,1,RAPE 3RD|E
93,pre-trial,prison,3,1,RECKLESS ENDANGERMENT 1ST|D
94,pre-trial,prison,22,1,ROBBERY 1ST|B
95,pre-trial,prison,1,1,ROBBERY 2ND SUB 2 3|C
96,pre-trial,prison,11,1,ROBBERY 2ND|C
97,pre-trial,prison,15,1,ROBBERY 3RD|D
98,pre-trial,prison,19,1,SEXUAL ABUSE 1ST|D
99,pre-trial,prison,6,1,SODOMY 1ST|B
100,pre-trial,prison,3,1,SODOMY 2ND|D
101,pre-trial,prison,2,1,SODOMY 3RD|E
102,pre-trial,prison,1,1,TRADEMARK COUNTERFEITING 2ND|E
103,pre-trial,prison,1,1,VEHICULAR MANSLAUGHTER 2ND|D
104,pre-trial,prison,2,2,AGG UNLIC OPER MV 1ST|E
105,pre-trial,prison,1,2,AGGRAVATED CRIM CONTEMPT|D
106,pre-trial,prison,2,2,ARSON 2ND|B
107,pre-trial,prison,1,2,ARSON 3RD|C
108,pre-trial,prison,7,2,ASSAULT 1ST|B
109,pre-trial,prison,11,2,ASSAULT 2ND|D
110,pre-trial,prison,5,2,ATT ASSAULT 1ST|C
111,pre-trial,prison,9,2,ATT ASSAULT 2ND|E
112,pre-trial,prison,1,2,ATT BAIL JUMPING 1ST|E
113,pre-trial,prison,2,2,ATT BURGLARY 1ST|C
114,pre-trial,prison,12,2,ATT BURGLARY 2ND|D
115,pre-trial,prison,14,2,ATT BURGLARY 3RD|E
116,pre-trial,prison,1,2,ATT CONSPIRACY 2ND|C
117,pre-trial,prison,12,2,ATT CRIM POSS CONTR SUBSTANCE 3RD|C
118,pre-trial,prison,8,2,ATT CRIM POSS CONTR SUBSTANCE 4TH|D
119,pre-trial,prison,20,2,ATT CRIM POSS CONTR SUBSTANCE 5TH|E
120,pre-trial,prison,3,2,ATT CRIM POSS FORGED INST 2ND|E
121,pre-trial,prison,1,2,ATT CRIM POSS STOLEN PROP 3RD|E
122,pre-trial,prison,1,2,ATT CRIM POSS WEAP 2ND|D
123,pre-trial,prison,3,2,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E
124,pre-trial,prison,5,2,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E
125,pre-trial,prison,1,2,ATT CRIM SALE CONTR SUBS - SCHOOL|C
126,pre-trial,prison,109,2,ATT CRIM SALE CONTR SUBSTANCE 3RD|C
127,pre-trial,prison,2,2,ATT CRIM SALE CONTR SUBSTANCE 4TH|D
128,pre-trial,prison,39,2,ATT CRIM SALE CONTR SUBSTANCE 5TH|E
129,pre-trial,prison,1,2,ATT CRIM SALE MARIHUANA 2ND|E
130,pre-trial,prison,2,2,ATT FORGERY 2ND|E
131,pre-trial,prison,1,2,ATT GANG ASSAULT 2ND|D
132,pre-trial,prison,2,2,ATT GRAND LARCENY - NOT AUTO 3RD|E
133,pre-trial,prison,8,2,ATT MURDER 2ND|B
134,pre-trial,prison,1,2,ATT PROM PRISON CONTRABAND 1ST|E
135,pre-trial,prison,1,2,ATT RAPE 1ST|C
136,pre-trial,prison,12,2,ATT ROBBERY 1ST|C
137,pre-trial,prison,21,2,ATT ROBBERY 2ND|D
138,pre-trial,prison,8,2,ATT ROBBERY 3RD|E
139,pre-trial,prison,4,2,ATT SEXUAL ABUSE 1ST|E
140,pre-trial,prison,2,2,AUTO STRIPPING 2ND|E
141,pre-trial,prison,3,2,BURGLARY 1ST|B
142,pre-trial,prison,15,2,BURGLARY 2ND|C
143,pre-trial,prison,31,2,BURGLARY 3RD|D
144,pre-trial,prison,6,2,CONSPIRACY 2ND|B
145,pre-trial,prison,3,2,COURSE SEX CONDUCT-CHILD 1ST|B
146,pre-trial,prison,6,2,CRIM CONTEMPT 1ST|E
147,pre-trial,prison,1,2,CRIM MISCHIEF 2ND|D
148,pre-trial,prison,2,2,CRIM MISCHIEF 3RD|E
149,pre-trial,prison,1,2,CRIM NEGLIGENT HOMICIDE|E
150,pre-trial,prison,2,2,CRIM POSS CONTR SUBSTANCE 1ST|A1
151,pre-trial,prison,34,2,CRIM POSS CONTR SUBSTANCE 2ND|A2
152,pre-trial,prison,47,2,CRIM POSS CONTR SUBSTANCE 3RD|B
153,pre-trial,prison,7,2,CRIM POSS CONTR SUBSTANCE 4TH|C
154,pre-trial,prison,40,2,CRIM POSS CONTR SUBSTANCE 5TH|D
155,pre-trial,prison,8,2,CRIM POSS FORGED INST 2ND|D
156,pre-trial,prison,1,2,CRIM POSS MARIHUANA 1ST|C
157,pre-trial,prison,1,2,CRIM POSS MARIHUANA 2ND|D
158,pre-trial,prison,2,2,CRIM POSS MARIHUANA 3RD|E
159,pre-trial,prison,5,2,CRIM POSS STOLEN PROP 3RD|D
160,pre-trial,prison,10,2,CRIM POSS STOLEN PROP 4TH|E
161,pre-trial,prison,4,2,CRIM POSS WEAP 2ND|C
162,pre-trial,prison,6,2,CRIM POSS WEAP 3RD SUB 1 2 3|D
163,pre-trial,prison,8,2,CRIM POSS WEAP 3RD SUB 4-8 VFO|D
164,pre-trial,prison,7,2,CRIM SALE CONTR SUBS - SCHOOL|B
165,pre-trial,prison,1,2,CRIM SALE CONTR SUBSTANCE 1ST|A1
166,pre-trial,prison,28,2,CRIM SALE CONTR SUBSTANCE 2ND|A2
167,pre-trial,prison,110,2,CRIM SALE CONTR SUBSTANCE 3RD|B
168,pre-trial,prison,1,2,CRIM SALE CONTR SUBSTANCE 4TH|C
169,pre-trial,prison,142,2,CRIM SALE CONTR SUBSTANCE 5TH|D
170,pre-trial,prison,1,2,CRIM SALE MARIHUANA 3RD|E
171,pre-trial,prison,26,2,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E
172,pre-trial,prison,17,2,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D
173,pre-trial,prison,1,2,ESCAPE 1ST|D
174,pre-trial,prison,7,2,FORGERY 2ND|D
175,pre-trial,prison,4,2,GRAND LARCENY - AUTO 3RD|D
176,pre-trial,prison,2,2,GRAND LARCENY - AUTO 4TH|E
177,pre-trial,prison,4,2,GRAND LARCENY - NOT AUTO 2ND|C
178,pre-trial,prison,9,2,GRAND LARCENY - NOT AUTO 3RD|D
179,pre-trial,prison,23,2,GRAND LARCENY - NOT AUTO 4TH|E
180,pre-trial,prison,1,2,JO - MURDER 2ND|A1
181,pre-trial,prison,1,2,JO - ROBBERY 1ST|B
182,pre-trial,prison,2,2,KIDNAPPING 2ND|B
183,pre-trial,prison,8,2,MANSLAUGHTER 1ST|B
184,pre-trial,prison,9,2,MANSLAUGHTER 2ND|C
185,pre-trial,prison,1,2,MURDER 1ST|A1
186,pre-trial,prison,16,2,MURDER 2ND|A1
187,pre-trial,prison,1,2,PROM PRISON CONTRABAND 1ST|D
188,pre-trial,prison,4,2,RAPE 1ST|B
189,pre-trial,prison,4,2,RAPE 2ND|D
190,pre-trial,prison,4,2,RAPE 3RD|E
191,pre-trial,prison,3,2,RECKLESS ENDANGERMENT 1ST|D
192,pre-trial,prison,30,2,ROBBERY 1ST|B
193,pre-trial,prison,21,2,ROBBERY 2ND|C
194,pre-trial,prison,15,2,ROBBERY 3RD|D
195,pre-trial,prison,10,2,SEXUAL ABUSE 1ST|D
196,pre-trial,prison,5,2,SODOMY 1ST|B
197,pre-trial,prison,2,2,SODOMY 2ND|D
198,pre-trial,prison,4,2,SODOMY 3RD|E
199,pre-trial,prison,1,2,TAMPER WITH PUBLIC REC 1ST|D
200,pre-trial,prison,1,2,USE OF CHILD IN A SEXUAL PERF|C
201,pre-trial,prison,2,3,AGG UNLIC OPER MV 1ST|E
202,pre-trial,prison,1,3,AGGRAVATED CRIM CONTEMPT|D
203,pre-trial,prison,1,3,AGGRAVATED SEXUAL ABUSE 2ND|C
204,pre-trial,prison,1,3,AGGRAVATED SEXUAL ABUSE 3RD|D
205,pre-trial,prison,1,3,ARSON 2ND|B
206,pre-trial,prison,1,3,ARSON 3RD|C
207,pre-trial,prison,1,3,ARSON 4TH|E
208,pre-trial,prison,7,3,ASSAULT 1ST|B
209,pre-trial,prison,10,3,ASSAULT 2ND|D
210,pre-trial,prison,2,3,ATT ARSON 2ND|C
211,pre-trial,prison,3,3,ATT ASSAULT 1ST|C
212,pre-trial,prison,19,3,ATT ASSAULT 2ND|E
213,pre-trial,prison,1,3,ATT BAIL JUMPING 1ST|E
214,pre-trial,prison,1,3,ATT BURGLARY 1ST|C
215,pre-trial,prison,1,3,ATT BURGLARY 2ND SUB 1|D
216,pre-trial,prison,14,3,ATT BURGLARY 2ND|D
217,pre-trial,prison,13,3,ATT BURGLARY 3RD|E
218,pre-trial,prison,1,3,ATT CONSPIRACY 2ND|C
219,pre-trial,prison,1,3,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2
220,pre-trial,prison,11,3,ATT CRIM POSS CONTR SUBSTANCE 3RD|C
221,pre-trial,prison,5,3,ATT CRIM POSS CONTR SUBSTANCE 4TH|D
222,pre-trial,prison,14,3,ATT CRIM POSS CONTR SUBSTANCE 5TH|E
223,pre-trial,prison,4,3,ATT CRIM POSS FORGED INST 2ND|E
224,pre-trial,prison,1,3,ATT CRIM POSS MARIHUANA 2ND|E
225,pre-trial,prison,2,3,ATT CRIM POSS STOLEN PROP 3RD|E
226,pre-trial,prison,3,3,ATT CRIM POSS WEAP 2ND|D
227,pre-trial,prison,2,3,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E
228,pre-trial,prison,5,3,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E
229,pre-trial,prison,2,3,ATT CRIM SALE CONTR SUBS - SCHOOL|C
230,pre-trial,prison,128,3,ATT CRIM SALE CONTR SUBSTANCE 3RD|C
231,pre-trial,prison,1,3,ATT CRIM SALE CONTR SUBSTANCE 4TH|D
232,pre-trial,prison,34,3,ATT CRIM SALE CONTR SUBSTANCE 5TH|E
233,pre-trial,prison,2,3,ATT ENTERPRISE CORRUPTION|C
234,pre-trial,prison,3,3,ATT FORGERY 2ND|E
235,pre-trial,prison,1,3,ATT GRAND LARCENY - AUTO 2ND|D
236,pre-trial,prison,1,3,ATT GRAND LARCENY - AUTO 3RD|E
237,pre-trial,prison,2,3,ATT GRAND LARCENY - NOT AUTO 3RD|E
238,pre-trial,prison,1,3,ATT KIDNAPPING 2ND|C
239,pre-trial,prison,1,3,ATT MANSLAUGHTER 1ST|C
240,pre-trial,prison,1,3,ATT MURDER 1ST|A1
241,pre-trial,prison,8,3,ATT MURDER 2ND|B
242,pre-trial,prison,1,3,ATT PROM PRISON CONTRABAND 1ST|E
243,pre-trial,prison,1,3,ATT RAPE 1ST|C
244,pre-trial,prison,1,3,ATT RAPE 2ND|E
245,pre-trial,prison,7,3,ATT ROBBERY 1ST|C
246,pre-trial,prison,16,3,ATT ROBBERY 2ND|D
247,pre-trial,prison,5,3,ATT ROBBERY 3RD|E
248,pre-trial,prison,4,3,ATT SEXUAL ABUSE 1ST|E
249,pre-trial,prison,3,3,ATT SODOMY 1ST|C
250,pre-trial,prison,1,3,AUTO STRIPPING 1ST|D
251,pre-trial,prison,6,3,AUTO STRIPPING 2ND|E
252,pre-trial,prison,3,3,BURGLARY 1ST|B
253,pre-trial,prison,21,3,BURGLARY 2ND|C
254,pre-trial,prison,30,3,BURGLARY 3RD|D
255,pre-trial,prison,12,3,CONSPIRACY 2ND|B
256,pre-trial,prison,1,3,CONSPIRACY 3RD|D
257,pre-trial,prison,1,3,COURSE SEX CONDUCT-CHILD 2ND|D
258,pre-trial,prison,14,3,CRIM CONTEMPT 1ST|E
259,pre-trial,prison,1,3,CRIM FACILITATION 2ND|C
260,pre-trial,prison,3,3,CRIM MISCHIEF 2ND|D
261,pre-trial,prison,1,3,CRIM MISCHIEF 3RD|E
262,pre-trial,prison,2,3,CRIM NEGLIGENT HOMICIDE|E
263,pre-trial,prison,21,3,CRIM POSS CONTR SUBSTANCE 2ND|A2
264,pre-trial,prison,43,3,CRIM POSS CONTR SUBSTANCE 3RD|B
265,pre-trial,prison,16,3,CRIM POSS CONTR SUBSTANCE 4TH|C
266,pre-trial,prison,32,3,CRIM POSS CONTR SUBSTANCE 5TH|D
267,pre-trial,prison,1,3,CRIM POSS FORGED INST 1ST|C
268,pre-trial,prison,6,3,CRIM POSS FORGED INST 2ND|D
269,pre-trial,prison,2,3,CRIM POSS FORGERY DEVICES|D
270,pre-trial,prison,2,3,CRIM POSS MARIHUANA 1ST|C
271,pre-trial,prison,1,3,CRIM POSS MARIHUANA 2ND|D
272,pre-trial,prison,1,3,CRIM POSS MARIHUANA 3RD|E
273,pre-trial,prison,1,3,CRIM POSS STOLEN PROP 2ND|C
274,pre-trial,prison,6,3,CRIM POSS STOLEN PROP 3RD|D
275,pre-trial,prison,20,3,CRIM POSS STOLEN PROP 4TH|E
276,pre-trial,prison,4,3,CRIM POSS WEAP 2ND|C
277,pre-trial,prison,7,3,CRIM POSS WEAP 3RD SUB 1 2 3|D
278,pre-trial,prison,16,3,CRIM POSS WEAP 3RD SUB 4-8 VFO|D
279,pre-trial,prison,12,3,CRIM SALE CONTR SUBS - SCHOOL|B
280,pre-trial,prison,20,3,CRIM SALE CONTR SUBSTANCE 2ND|A2
281,pre-trial,prison,102,3,CRIM SALE CONTR SUBSTANCE 3RD|B
282,pre-trial,prison,8,3,CRIM SALE CONTR SUBSTANCE 4TH|C
283,pre-trial,prison,133,3,CRIM SALE CONTR SUBSTANCE 5TH|D
284,pre-trial,prison,23,3,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E
285,pre-trial,prison,14,3,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D
286,pre-trial,prison,10,3,FORGERY 2ND|D
287,pre-trial,prison,2,3,GRAND LARCENY - AUTO 3RD|D
288,pre-trial,prison,1,3,GRAND LARCENY - AUTO 4TH|E
289,pre-trial,prison,1,3,GRAND LARCENY - NOT AUTO 1ST|B
290,pre-trial,prison,5,3,GRAND LARCENY - NOT AUTO 2ND|C
291,pre-trial,prison,9,3,GRAND LARCENY - NOT AUTO 3RD|D
292,pre-trial,prison,16,3,GRAND LARCENY - NOT AUTO 4TH|E
293,pre-trial,prison,1,3,INCEST|E
294,pre-trial,prison,2,3,JO - MURDER 2ND|A1
295,pre-trial,prison,5,3,JO - ROBBERY 1ST|B
296,pre-trial,prison,1,3,JO - ROBBERY 2ND|C
297,pre-trial,prison,1,3,KIDNAPPING 1ST|A1
298,pre-trial,prison,4,3,KIDNAPPING 2ND|B
299,pre-trial,prison,23,3,MANSLAUGHTER 1ST|B
300,pre-trial,prison,4,3,MANSLAUGHTER 2ND|C
301,pre-trial,prison,3,3,MURDER 1ST|A1
302,pre-trial,prison,20,3,MURDER 2ND|A1
303,pre-trial,prison,1,3,OFFER FALSE INST FILING 1ST|E
304,pre-trial,prison,6,3,RAPE 1ST|B
305,pre-trial,prison,3,3,RAPE 2ND|D
306,pre-trial,prison,6,3,RAPE 3RD|E
307,pre-trial,prison,8,3,RECKLESS ENDANGERMENT 1ST|D
308,pre-trial,prison,36,3,ROBBERY 1ST|B
309,pre-trial,prison,1,3,ROBBERY 2ND SUB 2 3|C
310,pre-trial,prison,22,3,ROBBERY 2ND|C
311,pre-trial,prison,17,3,ROBBERY 3RD|D
312,pre-trial,prison,1,3,SCHEME TO DEFRAUD 1ST|E
313,pre-trial,prison,10,3,SEXUAL ABUSE 1ST|D
314,pre-trial,prison,3,3,SODOMY 1ST|B
315,pre-trial,prison,2,3,SODOMY 2ND|D
316,pre-trial,prison,1,3,UNLAW IMPRISONMENT 1ST|E
317,pre-trial,prison,1,3,VEHICULAR ASSAULT 1ST|D
318,pre-trial,prison,1,3,VEHICULAR MANSLAUGHTER 1ST|C
319,pre-trial,prison,2,3,VEHICULAR MANSLAUGHTER 2ND|D
320,pre-trial,prison,5,4,AGG UNLIC OPER MV 1ST|E
321,pre-trial,prison,3,4,ARSON 3RD|C
322,pre-trial,prison,1,4,ARSON 4TH|E
323,pre-trial,prison,3,4,ASSAULT 1ST|B
324,pre-trial,prison,1,4,ASSAULT 1ST|C
325,pre-trial,prison,21,4,ASSAULT 2ND|D
326,pre-trial,prison,1,4,ATT AGGRAVATED ASSAULT/PEACE OFF.|C
327,pre-trial,prison,2,4,ATT AGGRAVATED CRIM CONTEMPT|E
328,pre-trial,prison,4,4,ATT ASSAULT 1ST|C
329,pre-trial,prison,6,4,ATT ASSAULT 2ND|E
330,pre-trial,prison,1,4,ATT BURGLARY 1ST|C
331,pre-trial,prison,12,4,ATT BURGLARY 2ND|D
332,pre-trial,prison,17,4,ATT BURGLARY 3RD|E
333,pre-trial,prison,1,4,ATT CONSPIRACY 2ND|C
334,pre-trial,prison,1,4,ATT CRIM MISCHIEF 2ND|E
335,pre-trial,prison,13,4,ATT CRIM POSS CONTR SUBSTANCE 3RD|C
336,pre-trial,prison,5,4,ATT CRIM POSS CONTR SUBSTANCE 4TH|D
337,pre-trial,prison,13,4,ATT CRIM POSS CONTR SUBSTANCE 5TH|E
338,pre-trial,prison,2,4,ATT CRIM POSS FORGED INST 2ND|E
339,pre-trial,prison,1,4,ATT CRIM POSS STOLEN PROP 3RD|E
340,pre-trial,prison,2,4,ATT CRIM POSS WEAP 2ND|D
341,pre-trial,prison,2,4,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E
342,pre-trial,prison,5,4,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E
343,pre-trial,prison,83,4,ATT CRIM SALE CONTR SUBSTANCE 3RD|C
344,pre-trial,prison,1,4,ATT CRIM SALE CONTR SUBSTANCE 4TH|D
345,pre-trial,prison,23,4,ATT CRIM SALE CONTR SUBSTANCE 5TH|E
346,pre-trial,prison,2,4,ATT FORGERY 2ND|E
347,pre-trial,prison,2,4,ATT GRAND LARCENY - AUTO 3RD|E
348,pre-trial,prison,1,4,ATT GRAND LARCENY - NOT AUTO 3RD|E
349,pre-trial,prison,1,4,ATT HINDERING PROSECUTION 1ST|E
350,pre-trial,prison,6,4,ATT MURDER 2ND|B
351,pre-trial,prison,2,4,ATT RAPE 1ST|C
352,pre-trial,prison,14,4,ATT ROBBERY 1ST|C
353,pre-trial,prison,31,4,ATT ROBBERY 2ND|D
354,pre-trial,prison,4,4,ATT ROBBERY 3RD|E
355,pre-trial,prison,2,4,ATT SEXUAL ABUSE 1ST|E
356,pre-trial,prison,1,4,ATT SODOMY 1ST|C
357,pre-trial,prison,3,4,AUTO STRIPPING 2ND|E
358,pre-trial,prison,3,4,BAIL JUMPING 2ND|E
359,pre-trial,prison,2,4,BURGLARY 1ST|B
360,pre-trial,prison,2,4,BURGLARY 2ND SUB 2|C
361,pre-trial,prison,18,4,BURGLARY 2ND|C
362,pre-trial,prison,21,4,BURGLARY 3RD|D
363,pre-trial,prison,2,4,CONSPIRACY 2ND|B
364,pre-trial,prison,2,4,CONSPIRACY 4TH|E
365,pre-trial,prison,4,4,CRIM CONTEMPT 1ST|E
366,pre-trial,prison,1,4,CRIM MISCHIEF 2ND|D
367,pre-trial,prison,2,4,CRIM MISCHIEF 3RD|E
368,pre-trial,prison,1,4,CRIM NEGLIGENT HOMICIDE|E
369,pre-trial,prison,3,4,CRIM POSS CONTR SUBSTANCE 1ST|A1
370,pre-trial,prison,18,4,CRIM POSS CONTR SUBSTANCE 2ND|A2
371,pre-trial,prison,40,4,CRIM POSS CONTR SUBSTANCE 3RD|B
372,pre-trial,prison,6,4,CRIM POSS CONTR SUBSTANCE 4TH|C
373,pre-trial,prison,28,4,CRIM POSS CONTR SUBSTANCE 5TH|D
374,pre-trial,prison,1,4,CRIM POSS FORGED INST 2ND|D
375,pre-trial,prison,6,4,CRIM POSS STOLEN PROP 3RD|D
376,pre-trial,prison,7,4,CRIM POSS STOLEN PROP 4TH|E
377,pre-trial,prison,4,4,CRIM POSS WEAP 2ND|C
378,pre-trial,prison,7,4,CRIM POSS WEAP 3RD SUB 1 2 3|D
379,pre-trial,prison,19,4,CRIM POSS WEAP 3RD SUB 4-8 VFO|D
380,pre-trial,prison,8,4,CRIM SALE CONTR SUBS - SCHOOL|B
381,pre-trial,prison,14,4,CRIM SALE CONTR SUBSTANCE 2ND|A2
382,pre-trial,prison,76,4,CRIM SALE CONTR SUBSTANCE 3RD|B
383,pre-trial,prison,88,4,CRIM SALE CONTR SUBSTANCE 5TH|D
384,pre-trial,prison,1,4,CRIM SALE MARIHUANA 1ST|C
385,pre-trial,prison,22,4,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E
386,pre-trial,prison,8,4,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D
387,pre-trial,prison,3,4,FORGERY 2ND|D
388,pre-trial,prison,4,4,GRAND LARCENY - AUTO 3RD|D
389,pre-trial,prison,1,4,GRAND LARCENY - NOT AUTO 2ND|C
390,pre-trial,prison,4,4,GRAND LARCENY - NOT AUTO 3RD|D
391,pre-trial,prison,11,4,GRAND LARCENY - NOT AUTO 4TH|E
392,pre-trial,prison,1,4,JO - ASSAULT 1ST|C
393,pre-trial,prison,1,4,JO - BURGLARY 1ST|B
394,pre-trial,prison,1,4,JO - MURDER 2ND|A1
395,pre-trial,prison,1,4,KIDNAPPING 1ST|A1
396,pre-trial,prison,1,4,KIDNAPPING 2ND|B
397,pre-trial,prison,15,4,MANSLAUGHTER 1ST|B
398,pre-trial,prison,2,4,MANSLAUGHTER 2ND|C
